Program,Year,Period,Geo Level,State,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Value,CV (%)
SURVEY,1941,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,CLAY,21,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",43.9,
SURVEY,1941,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,FOUNTAIN,45,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",50,
SURVEY,1941,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,MONTGOMERY,107,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",50.7,
SURVEY,1941,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,OWEN,119,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",34.8,
SURVEY,1941,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,PARKE,121,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",47,
SURVEY,1941,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,PUTNAM,133,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",45.7,
SURVEY,1941,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,TIPPECANOE,157,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",45.8,
SURVEY,1941,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,VERMILLION,165,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",44.6,
SURVEY,1941,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,VIGO,167,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.5,
SURVEY,1941,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,WARREN,171,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",53.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,CENTRAL,50,BARTHOLOMEW,5,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,CENTRAL,50,BOONE,11,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",37.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,CENTRAL,50,CLINTON,23,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",43.5,
SURVEY,1940,YEAR,COUNTY,INDIANA,CENTRAL,50,DECATUR,31,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",36.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,CENTRAL,50,GRANT,53,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",39.5,
SURVEY,1940,YEAR,COUNTY,INDIANA,CENTRAL,50,HAMILTON,57,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",42.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,CENTRAL,50,HANCOCK,59,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",42.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,CENTRAL,50,HENDRICKS,63,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,CENTRAL,50,HOWARD,67,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",45.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,CENTRAL,50,JOHNSON,81,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",35.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,CENTRAL,50,MADISON,95,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",45.5,
SURVEY,1940,YEAR,COUNTY,INDIANA,CENTRAL,50,MARION,97,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",30.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,CENTRAL,50,MORGAN,109,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,CENTRAL,50,RUSH,139,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",40.5,
SURVEY,1940,YEAR,COUNTY,INDIANA,CENTRAL,50,SHELBY,145,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",32.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,CENTRAL,50,TIPTON,159,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",52.5,
SURVEY,1940,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,BLACKFORD,9,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",35.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,DELAWARE,35,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",41.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,FAYETTE,41,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",35.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,HENRY,65,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",37.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,JAY,75,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",39.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,RANDOLPH,135,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",39.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,UNION,161,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",44.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,WAYNE,177,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",39.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,CARROLL,15,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",39.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,CASS,17,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",43.5,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,ELKHART,39,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",32.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,FULTON,49,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,KOSCIUSKO,85,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",36.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,MARSHALL,99,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,MIAMI,103,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",43.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,ST. JOSEPH,141,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",39.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,WABASH,169,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",39.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHEAST,30,ADAMS,1,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",41.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHEAST,30,ALLEN,3,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",41.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHEAST,30,DE KALB,33,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHEAST,30,HUNTINGTON,69,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",41.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHEAST,30,LAGRANGE,87,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHEAST,30,NOBLE,113,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHEAST,30,STEUBEN,151,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",40.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHEAST,30,WELLS,179,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",41.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHEAST,30,WHITLEY,183,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHWEST,10,BENTON,7,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHWEST,10,JASPER,73,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",36.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHWEST,10,LA PORTE,91,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",37.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHWEST,10,LAKE,89,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",36.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHWEST,10,NEWTON,111,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",41.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHWEST,10,PORTER,127,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHWEST,10,PULASKI,131,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHWEST,10,STARKE,149,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,NORTHWEST,10,WHITE,181,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",40.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,BROWN,13,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,CRAWFORD,25,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",24.8,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,FLOYD,43,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",29.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,HARRISON,61,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,JACKSON,71,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,LAWRENCE,93,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",29.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,MONROE,105,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,ORANGE,117,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,PERRY,123,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.8,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,WASHINGTON,175,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",29.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHEAST,90,CLARK,19,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHEAST,90,DEARBORN,29,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHEAST,90,FRANKLIN,47,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHEAST,90,JEFFERSON,77,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",24.8,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHEAST,90,JENNINGS,79,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",26.8,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHEAST,90,OHIO,115,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",30.8,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHEAST,90,RIPLEY,137,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHEAST,90,SCOTT,143,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",23.8,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHEAST,90,SWITZERLAND,155,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.8,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHWEST,70,DAVIESS,27,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHWEST,70,DUBOIS,37,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",37.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHWEST,70,GIBSON,51,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHWEST,70,GREENE,55,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",32.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHWEST,70,KNOX,83,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",39.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHWEST,70,MARTIN,101,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",30.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHWEST,70,PIKE,125,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHWEST,70,POSEY,129,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",34.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHWEST,70,SPENCER,147,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHWEST,70,SULLIVAN,153,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",30.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHWEST,70,VANDERBURGH,163,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.5,
SURVEY,1940,YEAR,COUNTY,INDIANA,SOUTHWEST,70,WARRICK,173,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,CLAY,21,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",39.5,
SURVEY,1940,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,FOUNTAIN,45,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",30.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,MONTGOMERY,107,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,OWEN,119,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",30.8,
SURVEY,1940,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,PARKE,121,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",37.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,PUTNAM,133,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",35.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,TIPPECANOE,157,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",35.7,
SURVEY,1940,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,VERMILLION,165,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",41.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,VIGO,167,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",35.6,
SURVEY,1940,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,WARREN,171,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",39.6,
SURVEY,1939,YEAR,COUNTY,INDIANA,CENTRAL,50,BARTHOLOMEW,5,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",47.5,
SURVEY,1939,YEAR,COUNTY,INDIANA,CENTRAL,50,BOONE,11,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",57.4,
SURVEY,1939,YEAR,COUNTY,INDIANA,CENTRAL,50,CLINTON,23,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",57.7,
SURVEY,1939,YEAR,COUNTY,INDIANA,CENTRAL,50,DECATUR,31,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",52.9,
SURVEY,1939,YEAR,COUNTY,INDIANA,CENTRAL,50,GRANT,53,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",58.4,
SURVEY,1939,YEAR,COUNTY,INDIANA,CENTRAL,50,HAMILTON,57,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",60.3,
SURVEY,1939,YEAR,COUNTY,INDIANA,CENTRAL,50,HANCOCK,59,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",55.6,
SURVEY,1939,YEAR,COUNTY,INDIANA,CENTRAL,50,HENDRICKS,63,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",54.4,
SURVEY,1939,YEAR,COUNTY,INDIANA,CENTRAL,50,HOWARD,67,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",63.2,
SURVEY,1939,YEAR,COUNTY,INDIANA,CENTRAL,50,JOHNSON,81,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",57.4,
SURVEY,1939,YEAR,COUNTY,INDIANA,CENTRAL,50,MADISON,95,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",57.9,
SURVEY,1939,YEAR,COUNTY,INDIANA,CENTRAL,50,MARION,97,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",50.2,
SURVEY,1939,YEAR,COUNTY,INDIANA,CENTRAL,50,MORGAN,109,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",52.9,
SURVEY,1939,YEAR,COUNTY,INDIANA,CENTRAL,50,RUSH,139,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",61,
SURVEY,1939,YEAR,COUNTY,INDIANA,CENTRAL,50,SHELBY,145,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",52.2,
SURVEY,1939,YEAR,COUNTY,INDIANA,CENTRAL,50,TIPTON,159,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",68.2,
SURVEY,1939,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,BLACKFORD,9,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",51.1,
SURVEY,1939,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,DELAWARE,35,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",58.4,
SURVEY,1939,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,FAYETTE,41,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",61,
SURVEY,1939,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,HENRY,65,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",59.9,
SURVEY,1939,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,JAY,75,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",47.7,
SURVEY,1939,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,RANDOLPH,135,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",55,
SURVEY,1939,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,UNION,161,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",69.9,
SURVEY,1939,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,WAYNE,177,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",58.8,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,CARROLL,15,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",59.1,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,CASS,17,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",54.4,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,ELKHART,39,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",54.5,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,FULTON,49,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",48.9,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,KOSCIUSKO,85,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",54.7,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,MARSHALL,99,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",51.8,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,MIAMI,103,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",56.7,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,ST. JOSEPH,141,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",49.4,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,WABASH,169,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",58.5,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHEAST,30,ADAMS,1,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",55.2,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHEAST,30,ALLEN,3,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",52.7,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHEAST,30,DE KALB,33,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",52.3,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHEAST,30,HUNTINGTON,69,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",56.4,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHEAST,30,LAGRANGE,87,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",50.5,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHEAST,30,NOBLE,113,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",55.6,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHEAST,30,STEUBEN,151,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",54.3,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHEAST,30,WELLS,179,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",55.9,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHEAST,30,WHITLEY,183,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",51,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHWEST,10,BENTON,7,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",52.4,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHWEST,10,JASPER,73,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",48.9,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHWEST,10,LA PORTE,91,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",47.7,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHWEST,10,LAKE,89,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",49.9,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHWEST,10,NEWTON,111,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",50.2,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHWEST,10,PORTER,127,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",52,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHWEST,10,PULASKI,131,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",45.8,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHWEST,10,STARKE,149,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",45.7,
SURVEY,1939,YEAR,COUNTY,INDIANA,NORTHWEST,10,WHITE,181,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",50.1,
SURVEY,1939,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,BROWN,13,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.6,
SURVEY,1939,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,CRAWFORD,25,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",26.9,
SURVEY,1939,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,FLOYD,43,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.5,
SURVEY,1939,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,HARRISON,61,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",30.4,
SURVEY,1939,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,JACKSON,71,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.8,
SURVEY,1939,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,LAWRENCE,93,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",34.8,
SURVEY,1939,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,MONROE,105,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",32.3,
SURVEY,1939,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,ORANGE,117,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",32.5,
SURVEY,1939,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,PERRY,123,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.3,
SURVEY,1939,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,WASHINGTON,175,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.3,
